Stress(MPa),Strain(%)
379.9615314,2.52875
380.8152543,2.54625
381.8708819,2.5659375
381.9948863,2.5834375
381.8899595,2.6009375
382.7484518,2.6184375
383.0823099,2.6359375
383.3501913,2.655625
383.7229995,2.6753125
383.2238021,2.6928125
383.2412899,2.7125
383.782617,2.73
383.8001048,2.7496875
383.7166403,2.7671875
383.2492389,2.7846875
383.6673565,2.8021875
383.8358753,2.821875
383.7309485,2.8415625
383.9884962,2.8590625
383.4185527,2.87875
383.3462168,2.89625
383.703127,2.9159375
383.5600449,2.9334375
383.639535,2.9509375
383.0544884,2.9684375
383.5815072,2.9859375
383.5044019,3.005625
383.519505,3.023125
383.7635394,3.0428125
382.9559207,3.0625
383.1188753,3.08
383.6562279,3.0996875
383.3462168,3.1171875
383.1920061,3.1346875
382.6864495,3.1521875
383.1856469,3.1696875
383.3438321,3.189375
383.0608476,3.2090625
383.4551181,3.22875
382.8152234,3.24625
383.0075893,3.26375
383.6864341,3.2834375
383.256393,3.3009375
383.1721336,3.3184375
382.8406602,3.3359375
383.2174429,3.355625
383.2905738,3.3753125
382.9368431,3.3928125
383.2134684,3.4125
382.8875593,3.43
382.7850172,3.4496875
383.5107611,3.469375
383.0330261,3.486875
382.5433675,3.504375
382.467852,3.521875
382.7055272,3.539375
382.7659396,3.5590625
382.8446347,3.5765625
383.0266669,3.59625
382.6697566,3.6159375
382.4296968,3.6334375
383.3883465,3.653125
383.009974,3.670625
382.5171358,3.688125
382.6649872,3.705625
382.8986879,3.723125
382.9670493,3.7428125
382.8986879,3.7603125
382.8168132,3.78
382.6077544,3.7975
382.6649872,3.8171875
383.1617999,3.8346875
382.9432023,3.854375
382.5385981,3.871875
382.7810427,3.889375
382.7889917,3.906875
382.9630748,3.9265625
383.2301613,3.9440625
383.3247545,3.96375
382.515546,3.9834375
382.6864495,4.0009375
383.2047245,4.020625
382.6610127,4.038125
382.2691269,4.055625
382.7317589,4.073125
382.691219,4.0928125
382.9432023,4.1103125
383.0052046,4.13
382.6284218,4.1496875
382.5839074,4.1671875
382.5664196,4.1846875
382.9757932,4.204375
382.810454,4.2240625
382.4257223,4.239375
382.7381181,4.2590625
382.7397079,4.2765625
382.8494041,4.29625
383.1379529,4.3159375
382.6761158,4.3334375
382.746862,4.353125
382.8986879,4.370625
383.1339784,4.388125
382.9479717,4.4078125
382.6951935,4.423125
382.7039374,4.4428125
382.6562433,4.4603125
382.6371657,4.4778125
382.8684817,4.4975
382.3740537,4.5171875
382.4853398,4.5346875
382.9392278,4.554375
383.0568731,4.571875
382.7810427,4.5915625
382.1856624,4.6090625
382.6562433,4.6265625
382.9646646,4.6440625
383.0528986,4.66375
383.2730859,4.6834375
382.7333487,4.7009375
382.6419351,4.720625
383.1578254,4.738125
383.2277766,4.7578125
382.9392278,4.7753125
382.4336713,4.7928125
382.9241247,4.8103125
383.0886691,4.83
382.8963032,4.8475
383.2579828,4.8671875
382.6220626,4.886875
382.3804129,4.904375
383.1339784,4.9240625
382.8986879,4.9415625
382.8319163,4.96125
382.467852,4.9765625
382.778658,4.99625
383.2023398,5.01375
382.8255571,5.0334375
383.0266669,5.053125
382.9050471,5.070625
382.7810427,5.0903125
383.4336558,5.11
383.0958232,5.1253125
382.8215826,5.1428125
382.7484518,5.1603125
383.1983653,5.18
383.2428797,5.1975
383.0632323,5.2171875
383.2428797,5.2346875
382.8382755,5.254375
382.8303265,5.271875
383.6737157,5.2915625
383.0330261,5.3090625
382.691219,5.3265625
382.7683243,5.34625
383.1959806,5.36375
383.2198276,5.3834375
382.8939185,5.4009375
383.0823099,5.420625
382.658628,5.438125
382.7635549,5.4578125
383.3223698,5.4775
382.9988454,5.4928125
382.3804129,5.5125
382.6697566,5.53
382.8406602,5.5475
382.9328686,5.5671875
383.0743609,5.5846875
383.0783354,5.604375
382.658628,5.6240625
382.4662622,5.6415625
383.328729,5.66125
382.7850172,5.67875
382.3700792,5.69625
382.7683243,5.71375
382.6777056,5.7334375
382.9090216,5.7509375
383.0608476,5.770625
383.0226924,5.7903125
382.7977356,5.8078125
383.12126,5.8253125
383.3247545,5.845
382.7683243,5.8625
382.515546,5.88
382.8446347,5.8975
382.7420926,5.9171875
382.9519462,5.9346875
383.2150582,5.954375
382.6308065,5.971875
382.7039374,5.9915625
382.746862,6.0090625
383.2389052,6.02875
382.8772256,6.04625
382.3764384,6.06375
382.723015,6.08125
382.7118864,6.1009375
383.1705438,6.1184375
383.2579828,6.138125
382.6951935,6.1578125
382.8382755,6.1753125
382.8748409,6.1928125
383.0846946,6.2125
382.9861269,6.2321875
382.3462322,6.2496875
382.8796103,6.2671875
382.8748409,6.2846875
382.9328686,6.304375
383.0330261,6.3240625
382.5068021,6.3415625
382.6435249,6.36125
382.8040948,6.37875
382.9432023,6.3984375
382.8597378,6.4159375
382.1363786,6.4334375
382.6633974,6.4509375
382.9821524,6.470625
382.7206303,6.488125
383.1427223,6.5078125
382.5990105,6.5275
382.5219052,6.545
382.9583054,6.5646875
383.0314363,6.5821875
382.7381181,6.5996875
382.1681746,6.6171875
382.9646646,6.6346875
382.913791,6.654375
382.9280992,6.671875
383.0075893,6.6915625
382.5385981,6.71125
382.5799329,6.72875
383.1959806,6.7484375
383.0807201,6.7659375
382.7357334,6.7834375
382.2413054,6.8009375
382.7659396,6.8184375
382.7874019,6.838125
382.5370083,6.855625
382.9606901,6.8753125
382.5537012,6.895
382.5306491,6.9125
383.3374729,6.9321875
382.7142711,6.9496875
382.467852,6.9671875
382.3438475,6.9846875
382.6244473,7.004375
382.7889917,7.021875
382.6157034,7.0415625
382.8279418,7.06125
382.339873,7.07875
382.1665848,7.0984375
383.1490815,7.118125
382.802505,7.135625
382.4511591,7.153125
382.4829551,7.170625
382.547342,7.188125
382.682475,7.2078125
383.0997977,7.2253125
382.6761158,7.245
382.4296968,7.2646875
382.602985,7.2821875
383.0958232,7.301875
382.5560859,7.319375
382.3486169,7.336875
382.2564085,7.354375
382.4765959,7.371875
382.6498841,7.3915625
382.7269895,7.4090625
382.5902666,7.42875
382.2651524,7.4484375
382.2905892,7.4659375
382.9821524,7.485625
382.4853398,7.503125
382.2794606,7.520625
382.117301,7.538125
382.2262023,7.555625
382.5521114,7.5753125
382.6355759,7.595
382.3120515,7.6125
382.1602256,7.6321875
382.3994906,7.6496875
382.9559207,7.669375
382.6053697,7.686875
382.0552987,7.704375
382.2731014,7.721875
382.2373309,7.7415625
382.6546535,7.7590625
382.7190405,7.77875
382.1896369,7.7984375
382.2198431,7.8159375
382.1514817,7.8334375
382.5322389,7.853125
382.3740537,7.8728125
381.6657976,7.8903125
382.021118,7.9078125
382.0958387,7.9253125
382.2969484,7.945
382.5370083,7.9646875
381.9289096,7.9821875
382.052914,8.001875
382.1944063,8.019375
382.699168,8.0390625
382.260383,8.0565625
381.7834428,8.0740625
382.2158686,8.0915625
382.3931314,8.1090625
382.3653098,8.12875
382.6498841,8.1484375
381.9312943,8.1659375
382.0870948,8.185625
382.3009229,8.203125
382.7293742,8.2228125
382.2627677,8.2403125
381.8732666,8.2578125
382.3247699,8.2753125
382.4169784,8.2928125
382.4209529,8.3125
382.6459096,8.3321875
382.0958387,8.3496875
382.1363786,8.369375
382.4336713,8.3890625
382.4511591,8.4065625
382.316026,8.4240625
381.7556213,8.4415625
382.2587932,8.4590625
382.3676945,8.47875
382.2031502,8.4984375
382.5068021,8.5159375
381.9519617,8.535625
381.8390859,8.553125
382.8168132,8.5728125
382.4447999,8.5903125
382.1983808,8.6078125
381.8128542,8.6253125
382.3207954,8.645
382.5028276,8.6646875
382.0123741,8.6821875
382.5091868,8.701875
382.0060149,8.719375
382.0616579,8.7390625
382.5370083,8.75875
382.1983808,8.7740625
381.917781,8.7915625
381.7898021,8.81125
382.0060149,8.82875
382.2794606,8.84625
381.909832,8.8659375
382.3335138,8.885625
381.8088797,8.903125
381.6316169,8.920625
382.4789806,8.9425
382.0894795,8.9578125
381.7166712,8.9775
381.7874174,8.995
381.8557788,9.0125
382.2452799,9.0321875
381.9138065,9.0496875
382.1339939,9.069375
381.8406757,9.0890625
381.8796258,9.1065625
382.5497267,9.12625
382.0552987,9.14375
381.6697721,9.16125
381.6673874,9.17875
381.9479872,9.19625
381.9312943,9.2159375
382.052914,9.235625
382.029067,9.253125
381.6570537,9.2728125
381.8645227,9.2903125
382.3247699,9.31
381.885985,9.3275
381.2969639,9.345
381.5394085,9.3646875
381.5282799,9.3821875
381.806495,9.3996875
381.9289096,9.419375
381.6419506,9.4390625
381.5346391,9.4565625
381.8454451,9.4740625
381.9797832,9.49375
381.8836003,9.51125
381.2890149,9.52875
381.6673874,9.54625
381.5712045,9.5659375
381.9225504,9.5834375
381.9797832,9.603125
381.335914,9.620625
381.2460903,9.6403125
381.2651679,9.6578125
381.56723,9.6775
381.3335293,9.695
380.8581789,9.7125
381.1753441,9.7321875
381.4344816,9.7496875
381.5282799,9.7671875
381.7532366,9.786875
381.1793186,9.8065625
381.1538818,9.8240625
380.9527721,9.8415625
381.6872599,9.86125
381.359761,9.8809375
380.8224084,9.89625
381.128445,9.9159375
381.3851978,9.9334375
381.3661202,9.953125
381.4384561,9.9728125
381.0640581,9.9903125
381.1435481,10.01
381.3144517,10.0275
381.4082499,10.0471875
381.0402111,10.0646875
380.5354494,10.0821875
381.1069827,10.0996875
381.2611934,10.119375
380.9829783,10.136875
381.4130193,10.1565625
380.8844107,10.1740625
380.8947444,10.19375
381.3271701,10.2134375
381.1880626,10.2309375
380.9654905,10.2484375
380.6101701,10.2659375
381.0084151,10.2834375
381.1562665,10.303125
380.9352843,10.320625
381.2055504,10.3403125
380.6356069,10.3578125
380.6356069,10.3775
381.4964839,10.3971875
380.8947444,10.4146875
380.905873,10.4321875
380.5521423,10.4496875
381.0942643,10.4671875
381.0592887,10.486875
381.0123896,10.504375
381.1514971,10.5240625
380.6896601,10.5415625
380.5012687,10.56125
381.1880626,10.5809375
380.6356069,10.5984375
380.331955,10.6159375
380.3852133,10.6334375
380.7389439,10.6509375
380.8088951,10.670625
380.5290902,10.6903125
380.9527721,10.71
380.3192366,10.7275
380.0640736,10.745
381.0123896,10.7646875
380.5243208,10.7821875
380.2739272,10.7996875
380.2333873,10.8171875
380.4241634,10.836875
380.498884,10.8565625
380.5418086,10.8740625
380.7516623,10.89375
380.3446734,10.91125
380.2246434,10.92875
381.0513397,10.9484375
380.2866457,10.9659375
380.1475381,10.9834375
379.989353,11.0009375
380.1538973,11.020625
380.3470581,11.038125
380.3788541,11.0578125
380.2786966,11.0753125
379.9360946,11.095
379.9678906,11.1125
380.5330647,11.1321875
380.1221013,11.1496875
379.8200392,11.1671875
379.8995292,11.1846875
380.1817188,11.204375
380.3915725,11.221875
380.2421312,11.2415625
380.0473807,11.2590625
380.0624838,11.27875
380.0147898,11.29625
380.4496002,11.3159375
380.3383142,11.3334375
379.6340325,11.3509375
380.0020714,11.370625
380.1093829,11.388125
380.4130348,11.4078125
380.4217787,11.4253125
379.7556523,11.445
379.8438862,11.4646875
379.8049361,11.4821875
380.3295703,11.501875
379.8438862,11.519375
379.2914305,11.536875
379.6896756,11.554375
379.9313252,11.5740625
379.7882432,11.5915625
380.3017488,11.61125
379.7302155,11.62875
379.7556523,11.6484375
379.7413441,11.6659375
380.2421312,11.685625
379.7365747,11.703125
379.2763274,11.720625
379.7643962,11.738125
379.7667809,11.755625
379.6721877,11.7753125
380.0171745,11.795
379.5418241,11.8125
379.4329228,11.8321875
379.6491356,11.8496875
379.7516778,11.869375
379.5140026,11.886875
379.2532753,11.904375
379.3939727,11.921875
379.4138452,11.9415625
379.152323,11.9590625
379.7326002,11.97875
378.9639316,11.99625
379.0370624,12.0159375
379.4281534,12.0334375
379.4416667,12.053125
379.2826866,12.070625
378.7715657,12.088125
379.231813,12.105625
379.439282,12.1253125
379.1157576,12.1428125
379.4861811,12.1625
378.7047941,12.1821875
378.6642542,12.1996875
379.5911079,12.219375
379.1157576,12.236875
378.9384948,12.254375
378.6149704,12.271875
378.8351578,12.2915625
379.1865037,12.3090625
379.0028817,12.32875
379.2334028,12.3484375
378.9233917,12.3659375
378.4353229,12.3834375
379.1396046,12.4053125
378.6960502,12.420625
378.5315059,12.438125
378.4329382,12.455625
378.7652065,12.4753125
378.8160802,12.4928125
378.6984349,12.5103125
378.6173551,12.53
378.1102087,12.5496875
378.0903362,12.5671875
378.9400846,12.586875
378.5402498,12.604375
378.2318285,12.621875
378.0195901,12.639375
378.2127509,12.656875
378.6602797,12.6765625
378.3558329,12.69625
378.6388174,12.71375
377.9448695,12.7334375
378.1229271,12.7509375
378.6324582,12.770625
378.4226045,12.788125
377.9019449,12.805625
377.7119637,12.8253125
377.6642697,12.8428125
377.9814349,12.8603125
377.9941533,12.88
377.8121211,12.8996875
377.6324737,12.9171875
377.4655446,12.9346875
378.1165679,12.9565625
377.972691,12.9740625
377.3073595,12.9915625
377.4719038,13.0090625
377.5808052,13.0265625
377.9703063,13.04625
377.6753983,13.0659375
377.4822375,13.0834375
377.3781056,13.103125
377.4122863,13.120625
377.7930435,13.1403125
377.5831899,13.1578125
376.840753,13.173125
377.3073595,13.1928125
377.4313639,13.2103125
377.3153085,13.2278125
377.4846222,13.2475
377.1269171,13.2671875
377.024375,13.2846875
377.2382031,13.3021875
377.4059271,13.3240625
376.9178583,13.3415625
376.4297896,13.3590625
376.7421854,13.3765625
376.9218328,13.3940625
377.1746111,13.41375
377.2000479,13.4334375
376.7572885,13.4509375
376.6070523,13.470625
376.6285146,13.488125
376.896396,13.5078125
376.5386909,13.5253125
375.9282075,13.5428125
376.5172286,13.5603125
376.3757364,13.5778125
376.5752563,13.5975
376.5665124,13.6171875
376.0824182,13.636875
375.9115146,13.654375
376.1189836,13.671875
376.442508,13.6915625
376.0696997,13.7090625
375.5561942,13.7265625
376.0530068,13.7440625
376.2135767,13.76375
375.7509447,13.78125
376.3781211,13.8009375
375.6158117,13.820625
375.3526997,13.838125
376.0100822,13.8578125
375.4210611,13.8753125
375.4830634,13.8928125
375.0355345,13.9103125
375.3781365,13.9278125
375.429805,13.9475
375.0975367,13.965
375.4663704,13.9846875
374.4902329,14.0021875
374.5434912,14.021875
375.2517474,14.0415625
374.7899103,14.0590625
374.6245711,14.0765625
374.1365023,14.0940625
374.4282307,14.1115625
374.6508028,14.13125
374.2930977,14.14875
374.5951598,14.1684375
373.9417517,14.188125
374.0808593,14.205625
374.7191642,14.2253125
373.9759325,14.2428125
373.9807019,14.2603125
373.4815045,14.2778125
373.9401619,14.2953125
374.0148826,14.315
373.644459,14.3346875
373.8288759,14.3521875
373.3408071,14.371875
373.2652916,14.389375
373.7835666,14.4090625
373.3233193,14.4265625
372.959255,14.44625
372.5951907,14.46375
372.7756331,14.48125
373.0896187,14.5009375
372.9377927,14.5184375
372.9187151,14.538125
372.385337,14.555625
372.3447971,14.573125
372.8781752,14.595
372.6405,14.6103125
372.1500465,14.6278125
372.0538636,14.6453125
372.3646696,14.665
372.5037772,14.6825
372.2891541,14.7021875
372.0085543,14.7196875
371.5252549,14.739375
371.4354312,14.756875
372.0538636,14.7765625
371.4783558,14.7940625
371.0411607,14.8115625
370.720021,14.8290625
371.0324168,14.84875
370.9902871,14.86625
370.9640554,14.8859375
370.6580187,14.905625
370.3861629,14.923125
370.1206662,14.940625
370.6707372,14.9603125
370.0976141,14.98
369.2391218,14.9953125
369.5984167,15.015
369.5896728,15.0325
369.5682105,15.0521875
369.4958746,15.071875
369.0244987,15.089375
368.647716,15.1090625
368.6055863,15.1265625
368.990318,15.14625
368.4275286,15.16375
367.6207048,15.18125
368.1238767,15.19875
367.9434343,15.21625
367.9648967,15.2359375
367.9418445,15.255625
367.1644321,15.273125
366.9164232,15.2928125
366.591309,15.3103125
366.8560108,15.33
366.0944963,15.3475
365.5547591,15.365
365.7002258,15.3825
365.4927568,15.4
365.1183588,15.4196875
364.9450706,15.439375
363.8918277,15.456875
363.3417567,15.4765625
363.1740328,15.4940625
363.0977223,15.5115625
362.1168154,15.53125
361.2305016,15.54875
361.1025227,15.56625
360.4920393,15.5859375
359.713037,15.6034375
359.5715448,15.623125
358.4030414,15.640625
357.6001921,15.6603125
357.3863639,15.6778125
356.6757231,15.6953125
355.7401255,15.715
354.2051731,15.7325
353.7298227,15.75
352.8840488,15.7696875
351.6273115,15.7871875
351.0621374,15.806875
349.2966639,15.8265625
