['node0', 'node1', 'node2', 'node1', 'node4', 'node7', 'node12', 'node13', 'node14', 'node17', 'node14', 'node15', 'node16', 'node17', 'node18', 'node13', 'node12', 'node10', 'node4', 'node3', 'node5', 'node6', 'node5', 'node8', 'node9', 'node8', 'node11', 'node10', 'node4', 'node3']
['node0', 'node1', 'node2', 'node1', 'node4', 'node10', 'node4', 'node3', 'node5', 'node6', 'node5', 'node8', 'node9', 'node8', 'node11', 'node10', 'node12', 'node13', 'node14', 'node17', 'node14', 'node15', 'node16', 'node17', 'node18', 'node13', 'node12', 'node7', 'node4', 'node3']
