,Location,Date,LandUse,Hum5,Raf6,RfD29,Tav16,Tmi2,Tmx19,Level
0,KBS2012,20120101,2,64.5,0.0,0.0,-3.0,-6.9,0.4,1
1,KBS2012,20120102,2,131.0,0.0,0.0,-7.8,-15.2,-0.7999999999999999,1
2,KBS2012,20120103,2,199.3,0.4,1.0,-12.3,-15.1,-1.0,1
3,KBS2012,20120104,2,254.7,0.4,1.0,-19.7,-16.4,-5.3,1
4,KBS2012,20120105,2,304.5,0.4,1.0,-25.4,-19.4,-6.6,1
5,KBS2012,20120106,2,282.9,0.4,1.0,-28.2,-15.4,-5.3,1
6,KBS2012,20120107,2,262.9,0.4,1.0,-32.0,-13.6,-3.3000000000000003,1
7,KBS2012,20120108,2,248.9,0.4,1.0,-34.5,-13.5,-2.9,1
8,KBS2012,20120109,2,259.6,0.0,1.0,-34.8,-7.3,-0.20000000000000007,1
9,KBS2012,20120110,2,263.7,0.0,1.0,-37.3,-7.6,1.3000000000000007,1
10,KBS2012,20120111,2,263.1,0.0,1.0,-43.3,-13.9,-2.0,1
11,KBS2012,20120112,2,273.1,0.0,1.0,-47.9,-18.4,-2.3999999999999986,1
12,KBS2012,20120113,2,271.6,0.0,1.0,-49.1,-14.4,0.20000000000000012,1
13,KBS2012,20120114,2,257.1,0.0,1.0,-50.6,-10.4,2.9000000000000012,1
14,KBS2012,20120115,2,247.7,0.0,1.0,-53.2,-11.0,3.200000000000001,1
15,KBS2012,20120116,2,250.0,0.0,1.0,-52.2,-9.8,11.0,1
16,KBS2012,20120117,2,242.0,0.0,1.0,-46.4,-5.1,19.200000000000006,1
17,KBS2012,20120118,2,229.0,0.0,1.0,-40.2,-2.2,24.6,1
18,KBS2012,20120119,2,231.8,0.2,2.0,-30.4,-0.8000000000000003,33.0,1
19,KBS2012,20120120,2,248.3,0.7,3.0,-17.6,5.1,40.90000000000001,1
20,KBS2012,20120121,2,264.0,0.8,4.0,-9.499999999999998,1.1,47.8,1
21,KBS2012,20120122,2,253.4,0.8,4.0,-14.4,-14.2,45.6,1
22,KBS2012,20120123,2,246.9,0.8,4.0,-20.200000000000014,-23.8,44.6,1
23,KBS2012,20120124,2,232.4,2.4000000000000004,5.0,-25.0,-24.0,42.8,1
24,KBS2012,20120125,2,212.7,2.2,5.0,-32.90000000000001,-23.4,36.5,1
25,KBS2012,20120126,2,206.9,1.7000000000000002,5.0,-33.30000000000001,-20.1,36.3,1
26,KBS2012,20120127,2,233.6,1.6,5.0,-28.20000000000001,-12.9,40.8,1
27,KBS2012,20120128,2,224.7,1.6,5.0,-25.4,-10.4,41.20000000000001,1
28,KBS2012,20120129,2,208.2,1.6,5.0,-27.00000000000001,-11.5,41.3,1
29,KBS2012,20120130,2,189.3,0.0,5.0,-31.1,-14.3,43.8,1
30,KBS2012,20120131,2,183.2,3.9,6.0,-33.2,-17.3,43.90000000000001,1
31,KBS2012,20120201,2,166.5,3.9,5.0,-46.99999999999999,-23.8,33.2,1
32,KBS2012,20120202,2,186.5,3.9,5.0,-63.5,-32.40000000000001,21.000000000000004,1
33,KBS2012,20120203,2,217.4,4.0,6.0,-73.50000000000001,-31.6,16.8,1
34,KBS2012,20120204,2,243.5,4.2,7.0,-81.8,-19.7,10.000000000000002,1
35,KBS2012,20120205,2,231.2,4.2,7.0,-88.1,-9.7,6.600000000000002,1
36,KBS2012,20120206,2,233.9,0.5,8.0,-89.6,-7.7,8.200000000000003,1
37,KBS2012,20120207,2,231.8,0.5,8.0,-90.6,-14.7,-0.2999999999999989,1
38,KBS2012,20120208,2,216.6,0.5,8.0,-88.99999999999999,-23.6,-12.4,1
39,KBS2012,20120209,2,217.0,0.4,8.0,-86.2,-21.1,-18.6,1
40,KBS2012,20120210,2,227.3,0.2,8.0,-81.49999999999999,-15.9,-14.499999999999998,1
41,KBS2012,20120211,2,219.2,0.2,8.0,-82.39999999999998,-16.1,-8.399999999999999,1
42,KBS2012,20120212,2,211.3,0.0,8.0,-81.6,-14.2,-0.5000000000000004,1
43,KBS2012,20120213,2,198.5,0.0,8.0,-76.7,-4.8,12.9,1
44,KBS2012,20120214,2,198.5,0.0,8.0,-70.9,-0.09999999999999998,19.400000000000006,1
45,KBS2012,20120215,2,183.6,0.0,8.0,-66.6,-4.4,17.5,1
46,KBS2012,20120216,2,173.5,0.0,8.0,-64.7,-10.2,17.099999999999998,1
47,KBS2012,20120217,2,174.20000000000005,0.0,7.0,-58.3,-14.9,12.599999999999998,1
48,KBS2012,20120218,2,186.8,0.0,6.0,-51.39999999999999,-18.4,11.200000000000005,1
49,KBS2012,20120219,2,177.5,0.0,5.0,-47.19999999999999,-19.2,12.8,1
50,KBS2012,20120220,2,202.8,0.0,5.0,-44.39999999999999,-15.1,26.20000000000001,1
51,KBS2012,20120221,2,229.5,0.0,5.0,-41.19999999999999,-6.4,41.2,1
52,KBS2012,20120222,2,241.0,0.0,4.0,-36.3,-1.7000000000000002,57.2,1
53,KBS2012,20120223,2,266.5,0.3,5.0,-23.20000000000001,0.30000000000000004,64.39999999999999,1
54,KBS2012,20120224,2,288.2,0.3,5.0,-10.9,1.3,69.3,1
55,KBS2012,20120225,2,288.8,0.3,5.0,-5.1999999999999975,-2.1,67.3,1
56,KBS2012,20120226,2,263.2,0.3,5.0,-3.3,-6.3,70.59999999999998,1
57,KBS2012,20120227,2,247.9,0.3,5.0,-0.20000000000000012,-9.9,79.59999999999998,1
58,KBS2012,20120228,2,210.1,0.3,5.0,1.9999999999999964,-9.1,87.39999999999998,1
59,KBS2012,20120229,2,175.9,0.0,4.0,4.299999999999996,-4.7,97.5,1
60,KBS2012,20120301,2,138.60000000000002,0.0,4.0,10.0,2.5,111.3,1
61,KBS2012,20120302,2,159.70000000000005,0.3,5.0,18.2,9.2,116.0,1
62,KBS2012,20120303,2,175.5,0.3,4.0,27.90000000000001,7.9,120.5,1
63,KBS2012,20120304,2,198.8,0.3,3.0,40.5,5.7,121.9,1
64,KBS2012,20120305,2,238.6,7.3,4.0,52.6,6.1,127.4,1
65,KBS2012,20120306,2,300.1,15.8,4.0,59.99999999999999,4.9,129.29999999999998,1
66,KBS2012,20120307,2,305.6,15.8,4.0,63.2,1.6,139.89999999999998,1
67,KBS2012,20120308,2,306.2999999999999,15.5,4.0,62.89999999999999,-0.5,147.30000000000004,1
68,KBS2012,20120309,2,305.2999999999999,15.5,4.0,60.49999999999999,-2.4,155.1,1
69,KBS2012,20120310,2,290.9,15.5,4.0,60.0,-0.8,158.7,1
70,KBS2012,20120311,2,252.3,8.5,4.0,53.3,-3.3,154.5,1
71,KBS2012,20120312,2,232.3,0.0,4.0,50.49999999999999,-10.3,145.60000000000005,1
72,KBS2012,20120313,2,234.3,0.0,4.0,53.8,-9.2,144.0,1
73,KBS2012,20120314,2,255.8,0.0,4.0,58.1,-1.7,140.20000000000002,1
74,KBS2012,20120315,2,239.1,0.0,4.0,61.49999999999999,0.10000000000000007,146.99999999999997,1
75,KBS2012,20120316,2,247.2,4.0,5.0,64.19999999999999,4.0,156.69999999999996,1
76,KBS2012,20120317,2,278.5,6.0,6.0,65.9,12.5,167.59999999999997,1
77,KBS2012,20120318,2,291.5,6.0,6.0,65.9,9.0,171.8,1
78,KBS2012,20120319,2,259.1,6.0,6.0,61.8,1.7000000000000002,167.20000000000005,1
79,KBS2012,20120320,2,253.9,6.0,6.0,58.70000000000001,-2.4,160.90000000000003,1
80,KBS2012,20120321,2,239.1,6.0,6.0,57.7,-2.4,161.80000000000004,1
81,KBS2012,20120322,2,221.3,2.0,6.0,62.50000000000001,2.8,160.30000000000004,1
82,KBS2012,20120323,2,241.0,22.0,6.0,64.5,5.6,160.30000000000004,1
83,KBS2012,20120324,2,257.5,25.5,7.0,65.8,3.8,158.70000000000005,1
84,KBS2012,20120325,2,263.5,25.5,7.0,65.99999999999999,2.4,161.8,1
85,KBS2012,20120326,2,265.5,25.5,7.0,66.0,0.7,162.8,1
86,KBS2012,20120327,2,269.5,25.5,7.0,74.8,0.8,168.50000000000003,1
87,KBS2012,20120328,2,243.4,25.5,7.0,86.49999999999999,7.4,175.20000000000005,1
88,KBS2012,20120329,2,245.9,3.5,7.0,96.4,12.3,182.50000000000003,1
89,KBS2012,20120330,2,282.8,0.1,8.0,101.8,11.7,193.1,1
90,KBS2012,20120331,2,282.9000000000001,0.1,7.0,101.7,8.3,200.0,1
91,KBS2012,20120401,2,253.4,0.1,7.0,98.2,3.1,202.8,1
92,KBS2012,20120402,2,253.9,22.1,8.0,96.1,4.1,211.0,1
93,KBS2012,20120403,2,263.8,57.1,8.0,94.1,4.6,208.6,1
94,KBS2012,20120404,2,247.6,57.1,7.0,98.5,3.3000000000000003,208.5,1
95,KBS2012,20120405,2,252.6,57.0,7.0,102.1,5.300000000000002,204.6,1
96,KBS2012,20120406,2,266.0,57.0,7.0,103.2,5.7,202.7,1
97,KBS2012,20120407,2,244.6,57.0,7.0,101.3,3.2,207.9,1
98,KBS2012,20120408,2,225.0,35.0,7.0,107.6,5.199999999999998,217.20000000000005,1
99,KBS2012,20120409,2,223.5,0.0,7.0,119.70000000000002,15.3,229.2,1
100,KBS2012,20120410,2,262.9,10.5,8.0,129.80000000000004,22.2,234.7,1
101,KBS2012,20120411,2,293.9000000000001,13.5,9.0,138.10000000000002,20.6,242.4,1
102,KBS2012,20120412,2,307.9000000000001,13.5,9.0,140.6,14.4,247.9,1
103,KBS2012,20120413,2,313.4000000000001,13.5,9.0,140.8,12.7,255.3,1
104,KBS2012,20120414,2,325.6,13.5,8.0,139.70000000000002,13.3,263.00000000000006,1
105,KBS2012,20120415,2,298.8,13.5,7.0,144.10000000000005,12.8,273.8,1
106,KBS2012,20120416,2,284.3,3.0,7.0,150.60000000000005,14.1,275.9,1
107,KBS2012,20120417,2,272.9,0.0,7.0,159.60000000000005,14.7,279.40000000000003,1
108,KBS2012,20120418,2,252.4,0.0,7.0,166.5,16.7,288.7999999999999,1
109,KBS2012,20120419,2,218.5,0.0,7.0,178.60000000000005,21.4,302.99999999999994,1
110,KBS2012,20120420,2,201.4,0.0,7.0,189.8,25.8,317.4,1
111,KBS2012,20120421,2,216.0,47.5,7.0,194.50000000000009,23.1,319.6,1
112,KBS2012,20120422,2,269.3,56.5,7.0,198.50000000000003,17.4,322.2,1
113,KBS2012,20120423,2,319.1,56.5,7.0,205.5,17.0,326.7,1
114,KBS2012,20120424,2,345.29999999999984,56.5,7.0,213.9,21.3,341.1,1
115,KBS2012,20120425,2,379.20000000000016,84.5,8.0,213.6,22.7,352.20000000000016,1
116,KBS2012,20120426,2,360.0,86.5,9.0,211.8,18.5,356.6,1
117,KBS2012,20120427,2,300.6,39.0,9.0,214.8,15.8,361.3,1
118,KBS2012,20120428,2,260.90000000000003,30.0,8.0,222.90000000000003,21.6,361.00000000000006,1
119,KBS2012,20120429,2,257.7,30.0,8.0,232.5,27.8,370.40000000000015,1
120,KBS2012,20120430,2,228.2,30.0,8.0,244.9,29.4,382.4,1
121,KBS2012,20120501,2,220.9,2.0,7.0,254.1,32.7,398.30000000000007,1
122,KBS2012,20120502,2,236.2,0.4,7.0,265.3,36.3,412.30000000000007,1
123,KBS2012,20120503,2,247.6,0.6000000000000001,8.0,271.70000000000005,36.0,421.3,1
124,KBS2012,20120504,2,239.29999999999995,0.6000000000000001,8.0,276.20000000000005,31.3,425.30000000000007,1
125,KBS2012,20120505,2,238.4,0.6000000000000001,8.0,278.0,27.8,432.30000000000007,1
126,KBS2012,20120506,2,224.2,0.6000000000000001,8.0,277.7,26.6,436.70000000000016,1
127,KBS2012,20120507,2,210.2,0.6000000000000001,8.0,284.8,25.3,440.30000000000007,1
128,KBS2012,20120508,2,183.9,0.2,8.0,296.19999999999993,26.4,444.0,1
129,KBS2012,20120509,2,180.5,0.0,7.0,304.0,29.2,447.6,1
130,KBS2012,20120510,2,183.2,0.0,6.0,304.4000000000001,30.5,457.9,1
131,KBS2012,20120511,2,206.7,0.0,6.0,305.5,28.7,465.1,1
132,KBS2012,20120512,2,231.3,0.0,6.0,310.7,27.6,468.9,1
133,KBS2012,20120513,2,256.8,0.0,6.0,314.6,29.20000000000001,467.5,1
134,KBS2012,20120514,2,290.2000000000001,6.5,7.0,313.7,29.9,464.0,1
135,KBS2012,20120515,2,310.4,6.5,7.0,310.7,28.1,469.9,1
136,KBS2012,20120516,2,313.6,6.5,7.0,304.4,25.7,469.6,1
137,KBS2012,20120517,2,312.3,7.0,8.0,298.4,26.6,468.0,1
138,KBS2012,20120518,2,310.7,7.0,8.0,293.4,25.9,466.2,1
139,KBS2012,20120519,2,269.9,7.0,8.0,292.9,25.1,462.6,1
140,KBS2012,20120520,2,243.7,0.5,7.0,294.5,27.6,463.0,1
141,KBS2012,20120521,2,219.9,0.5,6.0,298.7000000000001,31.7,462.8,1
142,KBS2012,20120522,2,197.9,0.5,6.0,303.9000000000001,35.0,466.7,1
143,KBS2012,20120523,2,186.0,0.0,6.0,307.50000000000006,36.1,468.8,1
144,KBS2012,20120524,2,201.0,0.0,5.0,306.4000000000001,35.3,467.9,1
145,KBS2012,20120525,2,207.3,0.0,4.0,306.2000000000001,33.2,470.4,1
146,KBS2012,20120526,2,217.3,0.0,4.0,305.9000000000001,30.3,471.6,1
147,KBS2012,20120527,2,248.3,0.3,5.0,309.0,31.20000000000001,467.0,1
148,KBS2012,20120528,2,266.79999999999995,0.4,6.0,312.8,33.5,465.6,1
149,KBS2012,20120529,2,254.6,0.4,6.0,315.3,35.2,464.4,1
150,KBS2012,20120530,2,253.6,0.4,6.0,319.9000000000001,37.40000000000001,468.8,1
151,KBS2012,20120531,2,267.4,0.6000000000000001,6.0,323.9000000000001,35.2,474.9,1
152,KBS2012,20120601,2,254.1,0.6000000000000001,5.0,328.7,32.90000000000001,476.4,1
153,KBS2012,20120602,2,240.9,0.30000000000000004,5.0,335.2,35.5,488.0,1
154,KBS2012,20120603,2,239.0,0.2,5.0,340.4000000000001,37.2,494.4,1
155,KBS2012,20120604,2,229.7,0.2,5.0,344.60000000000014,36.6,501.50000000000006,1
156,KBS2012,20120605,2,233.7,0.2,5.0,345.8,38.40000000000001,508.5,1
157,KBS2012,20120606,2,243.4,0.0,5.0,345.79999999999984,38.90000000000001,512.9000000000002,1
158,KBS2012,20120607,2,261.4,0.0,5.0,345.49999999999994,37.6,516.5,1
159,KBS2012,20120608,2,288.9,2.0,6.0,345.6,37.5,515.6999999999998,1
160,KBS2012,20120609,2,313.3,2.0,6.0,350.1,37.6,516.7,1
161,KBS2012,20120610,2,309.5,2.0,6.0,353.3,39.40000000000001,516.1,1
162,KBS2012,20120611,2,306.9,2.0,6.0,356.70000000000016,41.1,516.0999999999998,1
163,KBS2012,20120612,2,303.0,2.4,6.0,360.0,39.3,521.0,1
164,KBS2012,20120613,2,289.7,2.4,6.0,362.5,37.3,523.3,1
165,KBS2012,20120614,2,279.3,0.4,6.0,365.7,37.6,528.8999999999999,1
166,KBS2012,20120615,2,273.3,0.4,5.0,368.7,39.7,533.4999999999999,1
167,KBS2012,20120616,2,275.2,0.4,5.0,371.3,40.6,537.3999999999999,1
168,KBS2012,20120617,2,268.8,0.4,5.0,373.5,38.3,541.8,1
169,KBS2012,20120618,2,262.20000000000005,0.0,5.0,375.3,38.2,548.3999999999999,1
170,KBS2012,20120619,2,257.90000000000003,0.0,5.0,378.0,41.0,554.6999999999998,1
171,KBS2012,20120620,2,254.2,0.0,5.0,379.7,42.2,559.3,1
172,KBS2012,20120621,2,248.2,0.0,5.0,382.9,42.6,562.9,1
173,KBS2012,20120622,2,257.1,0.0,5.0,384.2,42.6,563.1,1
174,KBS2012,20120623,2,266.4,0.0,5.0,387.4,42.8,565.7,1
175,KBS2012,20120624,2,269.90000000000003,0.0,5.0,393.0,45.1,570.9999999999999,1
176,KBS2012,20120625,2,261.3,0.0,4.0,395.3,45.8,575.2999999999997,1
177,KBS2012,20120626,2,250.9,0.0,3.0,396.19999999999993,42.8,576.7,1
178,KBS2012,20120627,2,236.6,0.0,3.0,397.8,39.90000000000001,579.8,1
179,KBS2012,20120628,2,231.2,0.0,3.0,400.5,40.2,579.5,1
180,KBS2012,20120629,2,243.3,20.0,3.0,403.0,42.9,581.7999999999997,1
181,KBS2012,20120630,2,290.6,89.5,4.0,400.1,42.2,577.6999999999998,1
182,KBS2012,20120701,2,325.8,89.5,4.0,398.00000000000006,39.4,574.2,1
183,KBS2012,20120702,2,341.49999999999994,89.5,4.0,398.50000000000006,40.9,575.1,1
184,KBS2012,20120703,2,369.19999999999993,114.5,5.0,397.60000000000014,41.4,569.0999999999998,1
185,KBS2012,20120704,2,388.6,114.8,6.0,397.1,42.3,568.5,1
186,KBS2012,20120705,2,390.4,166.8,7.0,393.8,43.5,563.2,1
187,KBS2012,20120706,2,399.1,199.8,8.0,389.3,40.8,555.1999999999998,1
188,KBS2012,20120707,2,398.4,199.8,7.0,388.4,38.4,556.0,1
189,KBS2012,20120708,2,384.8,199.8,7.0,389.9,39.9,553.2,1
190,KBS2012,20120709,2,369.1,174.8,7.0,390.0,43.3,554.2,1
191,KBS2012,20120710,2,346.90000000000015,181.0,8.0,388.1,43.6,550.9,1
192,KBS2012,20120711,2,341.6,117.0,8.0,384.9,42.7,548.1,1
193,KBS2012,20120712,2,351.8,14.5,8.0,385.0,42.1,544.9000000000002,1
194,KBS2012,20120713,2,363.4,91.0,9.0,386.3,42.90000000000001,541.4,1
195,KBS2012,20120714,2,381.4,99.0,10.0,383.8,42.2,534.4000000000002,1
196,KBS2012,20120715,2,403.5,131.5,11.0,377.6,39.5,524.1,1
197,KBS2012,20120716,2,400.3,127.5,12.0,377.4,38.1,518.1,1
198,KBS2012,20120717,2,398.5,119.5,12.0,381.3,40.6,517.5000000000001,2
199,KBS2012,20120718,2,401.20000000000016,125.5,13.0,383.6,46.3,514.9,1
200,KBS2012,20120719,2,404.4,121.5,14.0,384.8,47.1,517.6999999999998,1
201,KBS2012,20120720,2,388.5,114.5,15.0,386.00000000000006,44.5,522.0,1
202,KBS2012,20120721,2,375.6,82.0,15.0,390.80000000000007,46.2,523.5999999999998,1
203,KBS2012,20120722,2,379.5,96.0,16.0,397.1,47.8,528.3,1
204,KBS2012,20120723,2,374.6,97.0,17.0,399.9,49.3,531.4,1
205,KBS2012,20120724,2,361.20000000000016,91.0,17.0,401.9,51.1,538.8999999999999,1
206,KBS2012,20120725,2,355.6,18.5,17.0,403.5,49.7,549.1999999999998,1
207,KBS2012,20120726,2,351.6,17.5,17.0,405.70000000000016,48.5,550.8,1
208,KBS2012,20120727,2,345.20000000000016,17.5,17.0,410.3,49.2,552.4,1
209,KBS2012,20120728,2,338.6,1.0,16.0,414.1,50.1,553.3000000000002,1
210,KBS2012,20120729,2,333.5,0.0,15.0,417.2,51.4,557.4000000000002,1
211,KBS2012,20120730,2,337.7999999999999,18.0,16.0,422.8,49.2,562.5,1
212,KBS2012,20120731,2,340.5,18.1,17.0,432.1,49.6,567.0000000000001,1
213,KBS2012,20120801,2,329.3,18.1,16.0,441.20000000000016,52.5,573.0,1
214,KBS2012,20120802,2,315.6,18.1,15.0,446.5,52.7,582.3000000000002,1
215,KBS2012,20120803,2,300.7,18.1,14.0,451.5,53.90000000000001,597.2,1
216,KBS2012,20120804,2,278.5,18.1,13.0,459.3,55.3,608.4,1
217,KBS2012,20120805,2,263.4,0.1,13.0,465.5,55.7,616.1,1
218,KBS2012,20120806,2,260.7,0.0,13.0,469.5,55.3,623.5000000000001,1
219,KBS2012,20120807,2,255.1,0.0,13.0,473.0,54.40000000000001,632.0,1
220,KBS2012,20120808,2,254.8,0.0,12.0,475.00000000000006,52.2,636.5999999999998,1
221,KBS2012,20120809,2,268.2,0.0,11.0,476.9,52.2,639.8,1
222,KBS2012,20120810,2,286.6,0.3,12.0,476.4,52.3,638.4,1
223,KBS2012,20120811,2,297.5,0.3,11.0,476.0,49.7,639.7000000000003,1
224,KBS2012,20120812,2,329.80000000000007,17.3,11.0,473.6,46.3,635.5000000000001,1
225,KBS2012,20120813,2,343.2000000000001,19.3,11.0,471.7,44.40000000000001,635.5000000000001,1
226,KBS2012,20120814,2,344.0,34.8,11.0,469.2,45.3,634.1,1
227,KBS2012,20120815,2,362.6,171.3,12.0,464.5,45.6,628.8999999999999,1
228,KBS2012,20120816,2,366.4,171.0,11.0,461.5,45.1,624.6,1
229,KBS2012,20120817,2,360.1,171.0,10.0,458.2,47.0,623.5999999999998,1
230,KBS2012,20120818,2,375.4,156.0,10.0,454.6,50.1,620.5999999999998,4
231,KBS2012,20120819,2,386.9,159.0,11.0,451.2,52.1,618.3999999999999,9
232,KBS2012,20120820,2,386.3,203.0,11.0,444.9,50.3,610.1999999999998,1
233,KBS2012,20120821,2,402.9,203.5,11.0,438.4,47.5,603.4,1
234,KBS2012,20120822,2,409.4,220.5,12.0,428.9,43.8,592.6,3
235,KBS2012,20120823,2,397.4,220.6,13.0,421.19999999999993,40.8,582.1000000000001,1
236,KBS2012,20120824,2,391.6,226.1,14.0,414.8999999999999,41.6,571.5000000000001,1
237,KBS2012,20120825,2,384.3,232.6,15.0,410.19999999999993,42.6,564.6000000000001,1
238,KBS2012,20120826,2,371.2,173.1,15.0,410.3,45.6,562.0000000000001,1
239,KBS2012,20120827,2,350.6,36.1,15.0,411.0999999999999,48.6,560.6,1
240,KBS2012,20120828,2,351.79999999999984,32.6,15.0,411.69999999999993,46.3,555.3999999999999,1
241,KBS2012,20120829,2,352.1,38.5,15.0,410.8,43.5,555.5,1
242,KBS2012,20120830,2,357.8,65.5,16.0,405.5,40.4,548.4,1
243,KBS2012,20120831,2,351.1,54.0,16.0,405.6,37.4,548.9,1
244,KBS2012,20120901,2,360.2,54.0,16.0,404.8,41.0,546.1999999999998,1
245,KBS2012,20120902,2,355.8,54.0,16.0,402.30000000000007,43.1,544.4999999999999,1
246,KBS2012,20120903,2,356.90000000000015,40.5,16.0,400.0,43.0,545.8999999999999,1
247,KBS2012,20120904,2,355.20000000000016,90.0,17.0,394.1,41.9,541.3999999999999,1
248,KBS2012,20120905,2,350.7,66.0,18.0,391.0,38.9,535.3,1
249,KBS2012,20120906,2,334.6,66.0,18.0,387.3,35.2,533.8,1
250,KBS2012,20120907,2,330.1,69.0,19.0,387.8,32.9,530.1999999999998,1
251,KBS2012,20120908,2,330.5,94.0,19.0,385.0,34.599999999999994,526.8,1
252,KBS2012,20120909,2,314.8,94.0,19.0,382.6,34.8,523.1,1
253,KBS2012,20120910,2,315.1,38.5,18.0,380.8,34.90000000000001,526.8000000000002,1
254,KBS2012,20120911,2,315.3,28.0,17.0,376.1,35.90000000000001,528.5999999999998,1
255,KBS2012,20120912,2,323.6,28.5,17.0,369.2,37.7,527.3,1
256,KBS2012,20120913,2,338.9,39.0,17.0,363.1,38.2,519.5,1
257,KBS2012,20120914,2,339.0,16.0,18.0,356.8,35.90000000000001,508.9,1
258,KBS2012,20120915,2,334.4,16.0,18.0,356.4,34.3,501.50000000000006,1
259,KBS2012,20120916,2,341.4,18.5,18.0,352.49999999999994,34.5,494.20000000000016,1
260,KBS2012,20120917,2,359.29999999999984,104.0,18.0,344.6,33.5,483.50000000000006,1
261,KBS2012,20120918,2,341.6,103.5,17.0,340.5,33.7,483.4,1
262,KBS2012,20120919,2,337.00000000000006,90.0,16.0,336.2000000000001,35.4,480.20000000000016,2
263,KBS2012,20120920,2,349.8,88.0,15.0,334.30000000000007,33.3,475.50000000000006,1
264,KBS2012,20120921,2,358.0,88.0,14.0,332.1,32.8,470.3,1
265,KBS2012,20120922,2,331.7999999999999,85.5,13.0,331.2,32.4,468.2,1
266,KBS2012,20120923,2,319.0,0.0,12.0,329.8999999999998,31.6,470.4,1
267,KBS2012,20120924,2,304.9,0.0,12.0,331.19999999999993,32.5,471.8,1
268,KBS2012,20120925,2,287.6,0.0,12.0,332.0999999999999,33.0,472.5,1
269,KBS2012,20120926,2,279.3,0.0,11.0,330.2,34.4,470.70000000000016,1
270,KBS2012,20120927,2,280.70000000000005,0.0,10.0,327.7000000000001,35.2,470.6,1
271,KBS2012,20120928,2,296.4000000000001,13.5,10.0,324.10000000000014,33.1,467.6,1
272,KBS2012,20120929,2,305.4,14.0,11.0,320.50000000000006,29.4,459.1,1
273,KBS2012,20120930,2,316.9,14.0,11.0,317.3,26.0,452.6,1
274,KBS2012,20121001,2,321.2,14.0,11.0,314.4000000000001,24.5,452.4,1
275,KBS2012,20121002,2,323.5,14.0,11.0,313.8,26.8,456.20000000000016,1
276,KBS2012,20121003,2,311.6,14.0,10.0,316.4000000000001,29.3,460.4,1
277,KBS2012,20121004,2,314.4000000000001,0.5,9.0,314.5,29.4,459.1,1
278,KBS2012,20121005,2,312.0,0.0,9.0,312.9000000000001,29.3,459.8,1
279,KBS2012,20121006,2,300.6,0.0,8.0,312.4,31.0,465.9,1
280,KBS2012,20121007,2,291.2,0.0,7.0,311.49999999999994,31.20000000000001,465.7,1
281,KBS2012,20121008,2,283.8,0.0,7.0,309.2,29.7,463.9,1
282,KBS2012,20121009,2,282.2,0.0,7.0,305.6,28.4,461.6,1
283,KBS2012,20121010,2,290.4,13.0,8.0,299.8,26.4,457.6,1
284,KBS2012,20121011,2,284.9,13.0,7.0,291.9,22.5,450.19999999999993,1
285,KBS2012,20121012,2,281.7999999999999,13.0,6.0,285.5,18.4,445.0,1
286,KBS2012,20121013,2,282.7999999999999,13.0,5.0,281.6,19.8,440.6,1
287,KBS2012,20121014,2,262.7,13.0,5.0,279.9,23.3,434.5999999999999,1
288,KBS2012,20121015,2,226.4,13.0,4.0,278.3,22.3,431.0,1
289,KBS2012,20121016,2,225.5,0.0,3.0,279.2,21.1,430.8,1
290,KBS2012,20121017,2,230.7,2.5,4.0,273.70000000000005,18.9,426.4,1
291,KBS2012,20121018,2,223.2,2.5,4.0,266.00000000000006,14.1,423.6,1
292,KBS2012,20121019,2,235.6,2.5,4.0,260.90000000000003,16.3,422.70000000000016,1
293,KBS2012,20121020,2,267.3,2.5,4.0,257.7,20.8,419.1,1
294,KBS2012,20121021,2,291.3,2.5,4.0,257.00000000000006,25.9,417.9,1
295,KBS2012,20121022,2,311.6,42.0,5.0,250.80000000000004,23.9,409.00000000000006,1
296,KBS2012,20121023,2,314.5,39.5,5.0,241.60000000000005,13.0,399.30000000000007,1
297,KBS2012,20121024,2,325.0,39.5,5.0,236.40000000000003,14.0,394.90000000000015,1
298,KBS2012,20121025,2,328.5,39.5,5.0,234.00000000000009,22.1,390.4,1
299,KBS2012,20121026,2,320.1,39.5,5.0,234.2,23.7,388.30000000000007,1
300,KBS2012,20121027,2,327.2999999999999,83.5,5.0,234.6,23.6,381.30000000000007,1
301,KBS2012,20121028,2,343.3,44.0,4.0,234.00000000000003,23.3,377.70000000000016,1
302,KBS2012,20121029,2,341.1,44.0,4.0,229.3,18.8,374.1,1
303,KBS2012,20121030,2,328.0,44.1,5.0,221.6,13.8,367.50000000000006,1
304,KBS2012,20121031,2,316.8,44.3,6.0,213.7,8.6,357.70000000000016,1
305,KBS2012,20121101,2,268.8,44.3,6.0,202.2,5.5,344.6,1
306,KBS2012,20121102,2,240.3,0.30000000000000004,6.0,196.8,4.300000000000002,335.2,1
307,KBS2012,20121103,2,221.2,0.30000000000000004,6.0,194.6,4.800000000000002,329.1,1
308,KBS2012,20121104,2,222.3,4.3,7.0,191.6,12.3,321.0,1
309,KBS2012,20121105,2,259.0,12.2,8.0,184.30000000000004,16.3,314.0999999999999,1
310,KBS2012,20121106,2,303.5,17.0,9.0,173.10000000000005,12.3,305.7,1
311,KBS2012,20121107,2,335.0,17.0,9.0,168.09999999999997,9.2,298.1,1
312,KBS2012,20121108,2,368.1,17.0,8.0,166.9,10.1,289.69999999999993,1
