% engine speed, torque net, ????, throttle angle, mass flow rate, manifold pressure, ...
  
  0.8378E+02  0.2855E+03  0.2177E+01  0.2710E+02  0.2830E+02  0.9311E+02  0.2955E+02
  0.8378E+02  0.3014E+03  0.2280E+01  0.4300E+02  0.2964E+02  0.9687E+02  0.2874E+02
  0.8378E+02  0.3172E+03  0.2483E+01  0.8500E+02  0.3104E+02  0.1007E+03  0.2793E+02
  0.1047E+03 -0.2305E+02  0.2129E+00  0.1900E+01  0.3109E+01  0.1933E+02  0.4650E+02
  0.1047E+03 -0.1152E+02  0.2810E+00  0.2400E+01  0.4102E+01  0.2167E+02  0.4596E+02
  0.1047E+03  0.0000E+00  0.3502E+00  0.3000E+01  0.5114E+01  0.2407E+02  0.4555E+02
  0.1047E+03  0.1803E+02  0.4624E+00  0.3900E+01  0.6751E+01  0.2807E+02  0.4474E+02
  0.1047E+03  0.3593E+02  0.5783E+00  0.4900E+01  0.8443E+01  0.3230E+02  0.4392E+02
  0.1047E+03  0.6955E+02  0.7912E+00  0.6600E+01  0.1155E+02  0.4236E+02  0.4189E+02
  0.1047E+03  0.1038E+03  0.9865E+00  0.8400E+01  0.1440E+02  0.5336E+02  0.3972E+02
  0.1047E+03  0.1381E+03  0.1187E+01  0.1030E+02  0.1733E+02  0.6366E+02  0.3769E+02
  0.1047E+03  0.1723E+03  0.1419E+01  0.1260E+02  0.2071E+02  0.7138E+02  0.3620E+02
  0.1047E+03  0.2066E+03  0.1648E+01  0.1530E+02  0.2406E+02  0.7856E+02  0.3471E+02
  0.1047E+03  0.2409E+03  0.1882E+01  0.1880E+02  0.2748E+02  0.8472E+02  0.3349E+02
  0.1047E+03  0.2745E+03  0.2144E+01  0.2650E+02  0.3131E+02  0.9190E+02  0.3213E+02
  0.1047E+03  0.3084E+03  0.2772E+01  0.4520E+02  0.3603E+02  0.9670E+02  0.3118E+02
  0.1047E+03  0.3247E+03  0.3025E+01  0.8500E+02  0.3781E+02  0.1007E+03  0.3037E+02
  0.1047E+03  0.3896E+03  0.4038E+01  0.8500E+02  0.5047E+02  0.1169E+03  0.2711E+02
  0.1047E+03  0.3896E+03  0.4038E+01  0.8500E+02  0.5047E+02  0.1169E+03  0.2711E+02
  0.1047E+03  0.3896E+03  0.4038E+01  0.8500E+02  0.5047E+02  0.1169E+03  0.2711E+02
  0.1571E+03 -0.2698E+02  0.2784E+00  0.2400E+01  0.4065E+01  0.1730E+02  0.5124E+02
  0.1571E+03 -0.1342E+02  0.4032E+00  0.3400E+01  0.5886E+01  0.1988E+02  0.5084E+02
  0.1571E+03  0.0000E+00  0.5291E+00  0.4400E+01  0.7726E+01  0.2258E+02  0.5043E+02
  0.1571E+03  0.1871E+02  0.7080E+00  0.5800E+01  0.1034E+02  0.2655E+02  0.4975E+02
  0.1571E+03  0.3728E+02  0.8907E+00  0.7200E+01  0.1300E+02  0.3098E+02  0.4894E+02
  0.1571E+03  0.7280E+02  0.1209E+01  0.9600E+01  0.1766E+02  0.4212E+02  0.4704E+02
  0.1571E+03  0.1090E+03  0.1518E+01  0.1210E+02  0.2216E+02  0.5414E+02  0.4514E+02
  0.1571E+03  0.1452E+03  0.1832E+01  0.1460E+02  0.2675E+02  0.6444E+02  0.4338E+02
  0.1571E+03  0.1815E+03  0.2164E+01  0.1760E+02  0.3160E+02  0.7361E+02  0.4189E+02
  0.1571E+03  0.2177E+03  0.2521E+01  0.2120E+02  0.3681E+02  0.8045E+02  0.4067E+02
  0.1571E+03  0.2539E+03  0.2930E+01  0.2600E+02  0.4278E+02  0.8644E+02  0.3972E+02
  0.1571E+03  0.2894E+03  0.3221E+01  0.3260E+02  0.4703E+02  0.9163E+02  0.3891E+02
  0.1571E+03  0.3235E+03  0.4154E+01  0.5120E+02  0.5400E+02  0.9640E+02  0.3809E+02
  0.1571E+03  0.3405E+03  0.4539E+01  0.8500E+02  0.5674E+02  0.1005E+03  0.3742E+02
  0.1571E+03  0.4086E+03  0.6081E+01  0.8500E+02  0.7602E+02  0.1171E+03  0.3457E+02
  0.1571E+03  0.4086E+03  0.6081E+01  0.8500E+02  0.7602E+02  0.1171E+03  0.3457E+02
  0.1571E+03  0.4086E+03  0.6081E+01  0.8500E+02  0.7602E+02  0.1171E+03  0.3457E+02
  0.2094E+03 -0.4013E+02  0.2759E+00  0.2300E+01  0.4028E+01  0.1432E+02  0.5626E+02
  0.2094E+03 -0.2006E+02  0.5165E+00  0.4200E+01  0.7542E+01  0.1791E+02  0.5572E+02
  0.2094E+03  0.0000E+00  0.7647E+00  0.6100E+01  0.1117E+02  0.2174E+02  0.5531E+02
  0.2094E+03  0.1898E+02  0.1003E+01  0.7900E+01  0.1464E+02  0.2560E+02  0.5477E+02
  0.2094E+03  0.3796E+02  0.1235E+01  0.9600E+01  0.1803E+02  0.3054E+02  0.5423E+02
  0.2094E+03  0.7443E+02  0.1664E+01  0.1270E+02  0.2430E+02  0.4050E+02  0.5301E+02
  0.2094E+03  0.1114E+03  0.2085E+01  0.1570E+02  0.3044E+02  0.5242E+02  0.5152E+02
  0.2094E+03  0.1486E+03  0.2522E+01  0.1880E+02  0.3683E+02  0.6261E+02  0.5030E+02
  0.2094E+03  0.1856E+03  0.2975E+01  0.2210E+02  0.4343E+02  0.7205E+02  0.4908E+02
  0.2094E+03  0.2227E+03  0.3448E+01  0.2590E+02  0.5034E+02  0.7889E+02  0.4826E+02
  0.2094E+03  0.2597E+03  0.3957E+01  0.3130E+02  0.5778E+02  0.8624E+02  0.4745E+02
  0.2094E+03  0.2962E+03  0.4421E+01  0.3940E+02  0.6454E+02  0.9190E+02  0.4664E+02
  0.2094E+03  0.3294E+03  0.5628E+01  0.5380E+02  0.7316E+02  0.9569E+02  0.4623E+02
  0.2094E+03  0.3468E+03  0.6163E+01  0.8500E+02  0.7704E+02  0.9982E+02  0.4569E+02
  0.2094E+03  0.4161E+03  0.8305E+01  0.8500E+02  0.1038E+03  0.1163E+03  0.4365E+02
  0.2094E+03  0.4161E+03  0.8305E+01  0.8500E+02  0.1038E+03  0.1163E+03  0.4365E+02
  0.2094E+03  0.4161E+03  0.8305E+01  0.8500E+02  0.1038E+03  0.1163E+03  0.4365E+02
  0.2618E+03 -0.5152E+02  0.2545E+00  0.2100E+01  0.3716E+01  0.1243E+02  0.6101E+02
  0.2618E+03 -0.2576E+02  0.6375E+00  0.5100E+01  0.9307E+01  0.1679E+02  0.6073E+02
  0.2618E+03  0.0000E+00  0.1031E+01  0.8100E+01  0.1505E+02  0.2160E+02  0.6033E+02
  0.2618E+03  0.1939E+02  0.1333E+01  0.1030E+02  0.1946E+02  0.2546E+02  0.6006E+02
  0.2618E+03  0.3864E+02  0.1616E+01  0.1230E+02  0.2360E+02  0.3058E+02  0.5979E+02
  0.2618E+03  0.7592E+02  0.2175E+01  0.1610E+02  0.3175E+02  0.4002E+02  0.5911E+02
  0.2618E+03  0.1139E+03  0.2740E+01  0.1970E+02  0.4001E+02  0.4988E+02  0.5857E+02
  0.2618E+03  0.1518E+03  0.3306E+01  0.2320E+02  0.4827E+02  0.6054E+02  0.5789E+02
  0.2618E+03  0.1898E+03  0.3888E+01  0.2700E+02  0.5676E+02  0.7073E+02  0.5721E+02
  0.2618E+03  0.2278E+03  0.4510E+01  0.3110E+02  0.6585E+02  0.7788E+02  0.5667E+02
  0.2618E+03  0.2657E+03  0.5149E+01  0.3650E+02  0.7518E+02  0.8529E+02  0.5626E+02
  0.2618E+03  0.3030E+03  0.5837E+01  0.4790E+02  0.8522E+02  0.9291E+02  0.5572E+02
  0.2618E+03  0.3491E+03  0.7865E+01  0.8500E+02  0.9832E+02  0.9907E+02  0.5531E+02
  0.2618E+03  0.4189E+03  0.1054E+02  0.8500E+02  0.1317E+03  0.1136E+03  0.5436E+02
  0.2618E+03  0.4189E+03  0.1054E+02  0.8500E+02  0.1317E+03  0.1136E+03  0.5436E+02
  0.2618E+03  0.4189E+03  0.1054E+02  0.8500E+02  0.1317E+03  0.1136E+03  0.5436E+02
  0.2618E+03  0.4189E+03  0.1054E+02  0.8500E+02  0.1317E+03  0.1136E+03  0.5436E+02
  0.3142E+03 -0.5870E+02  0.2343E+00  0.2000E+01  0.3421E+01  0.1165E+02  0.6562E+02
  0.3142E+03 -0.2942E+02  0.7610E+00  0.6000E+01  0.1111E+02  0.1659E+02  0.6562E+02
  0.3142E+03  0.0000E+00  0.1308E+01  0.1010E+02  0.1909E+02  0.2214E+02  0.6575E+02
  0.3142E+03  0.1695E+02  0.1632E+01  0.1240E+02  0.2382E+02  0.2567E+02  0.6575E+02
  0.3142E+03  0.3389E+02  0.1940E+01  0.1450E+02  0.2833E+02  0.3003E+02  0.6575E+02
  0.3142E+03  0.6670E+02  0.2552E+01  0.1850E+02  0.3727E+02  0.3799E+02  0.6575E+02
  0.3142E+03  0.1002E+03  0.3155E+01  0.2220E+02  0.4606E+02  0.4707E+02  0.6589E+02
  0.3142E+03  0.1337E+03  0.3766E+01  0.2580E+02  0.5498E+02  0.5634E+02  0.6589E+02
  0.3142E+03  0.1673E+03  0.4394E+01  0.2930E+02  0.6416E+02  0.6538E+02  0.6589E+02
  0.3142E+03  0.2008E+03  0.5046E+01  0.3310E+02  0.7367E+02  0.7368E+02  0.6589E+02
  0.3142E+03  0.2343E+03  0.5732E+01  0.3740E+02  0.8369E+02  0.8059E+02  0.6602E+02
  0.3142E+03  0.2671E+03  0.6536E+01  0.4550E+02  0.9543E+02  0.8942E+02  0.6602E+02
  0.3142E+03  0.3156E+03  0.8454E+01  0.6020E+02  0.1099E+03  0.9471E+02  0.6602E+02
  0.3142E+03  0.3323E+03  0.9216E+01  0.8500E+02  0.1152E+03  0.9819E+02  0.6602E+02
  0.3142E+03  0.3987E+03  0.1227E+02  0.8500E+02  0.1533E+03  0.1121E+03  0.6616E+02
  0.3142E+03  0.3987E+03  0.1227E+02  0.8500E+02  0.1533E+03  0.1121E+03  0.6616E+02
  0.3142E+03  0.3987E+03  0.1227E+02  0.8500E+02  0.1533E+03  0.1121E+03  0.6616E+02
  0.3665E+03 -0.6182E+02  0.2747E+00  0.2300E+01  0.4010E+01  0.1199E+02  0.7050E+02
  0.3665E+03 -0.3091E+02  0.9235E+00  0.7300E+01  0.1348E+02  0.1744E+02  0.7090E+02
  0.3665E+03  0.0000E+00  0.1601E+01  0.1210E+02  0.2338E+02  0.2370E+02  0.7144E+02
  0.3665E+03  0.1464E+02  0.1930E+01  0.1440E+02  0.2818E+02  0.2695E+02  0.7172E+02
  0.3665E+03  0.2915E+02  0.2251E+01  0.1660E+02  0.3287E+02  0.3091E+02  0.7212E+02
  0.3665E+03  0.5748E+02  0.2894E+01  0.2070E+02  0.4225E+02  0.3782E+02  0.7280E+02
  0.3665E+03  0.8663E+02  0.3531E+01  0.2450E+02  0.5156E+02  0.4551E+02  0.7334E+02
  0.3665E+03  0.1156E+03  0.4166E+01  0.2810E+02  0.6083E+02  0.5363E+02  0.7416E+02
  0.3665E+03  0.1447E+03  0.4820E+01  0.3150E+02  0.7038E+02  0.6156E+02  0.7483E+02
  0.3665E+03  0.1737E+03  0.5497E+01  0.3500E+02  0.8025E+02  0.6965E+02  0.7551E+02
  0.3665E+03  0.2028E+03  0.6297E+01  0.3940E+02  0.9193E+02  0.7791E+02  0.7619E+02
  0.3665E+03  0.2311E+03  0.7007E+01  0.4450E+02  0.1023E+03  0.8519E+02  0.7687E+02
  0.3665E+03  0.2406E+03  0.7217E+01  0.4550E+02  0.1054E+03  0.8550E+02  0.7687E+02
  0.3665E+03  0.2707E+03  0.8867E+01  0.5240E+02  0.1153E+03  0.9071E+02  0.7741E+02
  0.3665E+03  0.2858E+03  0.9300E+01  0.6050E+02  0.1209E+03  0.9400E+02  0.7768E+02
  0.3665E+03  0.3008E+03  0.1009E+02  0.8500E+02  0.1271E+03  0.9738E+02  0.7795E+02
  0.3665E+03  0.3610E+03  0.1323E+02  0.8500E+02  0.1667E+03  0.1109E+03  0.7917E+02
  0.4189E+03 -0.6033E+02  0.3868E+00  0.3200E+01  0.5647E+01  0.1348E+02  0.7565E+02
  0.4189E+03 -0.3023E+02  0.1121E+01  0.8700E+01  0.1637E+02  0.1950E+02  0.7687E+02
  0.4189E+03  0.0000E+00  0.1891E+01  0.1420E+02  0.2761E+02  0.2641E+02  0.7809E+02
  0.4189E+03  0.1396E+02  0.2259E+01  0.1660E+02  0.3298E+02  0.2990E+02  0.7877E+02
  0.4189E+03  0.2779E+02  0.2627E+01  0.1900E+02  0.3835E+02  0.3393E+02  0.7944E+02
  0.4189E+03  0.5423E+02  0.3330E+01  0.2340E+02  0.4862E+02  0.4100E+02  0.8080E+02
  0.4189E+03  0.8134E+02  0.4044E+01  0.2750E+02  0.5905E+02  0.4842E+02  0.8215E+02
  0.4189E+03  0.1085E+03  0.4761E+01  0.3130E+02  0.6951E+02  0.5604E+02  0.8351E+02
  0.4189E+03  0.1356E+03  0.5484E+01  0.3490E+02  0.8007E+02  0.6396E+02  0.8500E+02
  0.4189E+03  0.1627E+03  0.6217E+01  0.3860E+02  0.9077E+02  0.7212E+02  0.8649E+02
  0.4189E+03  0.1898E+03  0.6971E+01  0.4280E+02  0.1018E+03  0.8038E+02  0.8798E+02
  0.4189E+03  0.2162E+03  0.7850E+01  0.5080E+02  0.1146E+03  0.8953E+02  0.8975E+02
  0.4189E+03  0.2467E+03  0.9719E+01  0.6190E+02  0.1263E+03  0.9400E+02  0.9056E+02
  0.4189E+03  0.2597E+03  0.1065E+02  0.8500E+02  0.1321E+03  0.9694E+02  0.9110E+02
  0.4189E+03  0.3117E+03  0.1438E+02  0.8500E+02  0.1783E+03  0.1087E+03  0.9327E+02
  0.4189E+03  0.3117E+03  0.1438E+02  0.8500E+02  0.1783E+03  0.1087E+03  0.9327E+02
  0.4189E+03  0.3117E+03  0.1438E+02  0.8500E+02  0.1783E+03  0.1087E+03  0.9327E+02
  0.4712E+03 -0.6033E+02  0.4699E+00  0.3800E+01  0.6861E+01  0.1541E+02  0.8161E+02
  0.4712E+03 -0.3023E+02  0.1303E+01  0.1000E+02  0.1902E+02  0.2245E+02  0.8365E+02
  0.4712E+03  0.0000E+00  0.2180E+01  0.1610E+02  0.3182E+02  0.3051E+02  0.8595E+02
  0.4712E+03  0.1152E+02  0.2525E+01  0.1840E+02  0.3686E+02  0.3383E+02  0.8690E+02
  0.4712E+03  0.2291E+02  0.2893E+01  0.2070E+02  0.4223E+02  0.3735E+02  0.8798E+02
  0.4712E+03  0.4474E+02  0.3552E+01  0.2470E+02  0.5185E+02  0.4398E+02  0.8988E+02
  0.4712E+03  0.6711E+02  0.4239E+01  0.2850E+02  0.6190E+02  0.5089E+02  0.9192E+02
  0.4712E+03  0.8961E+02  0.4927E+01  0.3220E+02  0.7194E+02  0.5797E+02  0.9395E+02
  0.4712E+03  0.1120E+03  0.5619E+01  0.3560E+02  0.8204E+02  0.6528E+02  0.9612E+02
  0.4712E+03  0.1343E+03  0.6317E+01  0.3910E+02  0.9223E+02  0.7283E+02  0.9842E+02
  0.4712E+03  0.1567E+03  0.7030E+01  0.4310E+02  0.1026E+03  0.8045E+02  0.1006E+03
  0.4712E+03  0.1785E+03  0.7752E+01  0.4910E+02  0.1132E+03  0.8804E+02  0.1028E+03
  0.4712E+03  0.1930E+03  0.9392E+01  0.5980E+02  0.1221E+03  0.9366E+02  0.1045E+03
  0.4712E+03  0.2038E+03  0.9789E+01  0.6710E+02  0.1273E+03  0.9528E+02  0.1049E+03
  0.4712E+03  0.2145E+03  0.1019E+02  0.8500E+02  0.1324E+03  0.9694E+02  0.1055E+03
  0.4712E+03  0.2574E+03  0.1178E+02  0.8500E+02  0.1531E+03  0.1036E+03  0.1074E+03
  0.4712E+03  0.2574E+03  0.1178E+02  0.8500E+02  0.1531E+03  0.1036E+03  0.1074E+03
