0.733333    0.002016
2.200000    0.006047
2.400000    0.006668
2.598000    0.007316
2.600000    0.007341
2.800000    0.007765
2.878000    0.008127
2.900000    0.008213
3.060000    0.008692
3.137000    0.008984
3.337000    0.009562
3.366000    0.009601
3.400000    0.009704
3.549000    0.010160
3.680000    0.010550
3.709000    0.010910
3.891000    0.011200
3.900000    0.011227
4.092000    0.011801
4.105000    0.011840
4.150000    0.011900
4.500000    0.012750
4.508000    0.013320
4.710000    0.013720
4.788000    0.013773
4.799000    0.013780
5.032000    0.014245
5.200000    0.014580
5.361000    0.015720
5.484000    0.015810
5.661000    0.016960
5.900000    0.017399
5.982000    0.017550
6.014000    0.018300
6.190000    0.018793
6.371000    0.019300
6.537000    0.019479
6.676000    0.019630
6.700000    0.019679
7.019000    0.020340
7.093000    0.021920
7.126000    0.022031
7.382000    0.022913
7.488000    0.023276
7.600000    0.023660
7.652000    0.023840
7.864000    0.023991
7.918000    0.024030
8.455000    0.026630
8.459000    0.026830
8.479000    0.026902
8.772000    0.027955
8.813000    0.028103
9.029000    0.028880
9.359000    0.029800
9.623000    0.030842
9.632000    0.030877
9.819000    0.031616
10.000000    0.032330
10.320000    0.033080
10.390000    0.033710
10.990000    0.035580
11.120000    0.035966
11.330000    0.036590
11.550000    0.037900
11.640000    0.038010
12.330000    0.040520
12.450000    0.040710
12.800000    0.042350
12.830000    0.042570
13.150000    0.043310
13.310000    0.044240
13.610000    0.045310
13.780000    0.045710
13.950000    0.046410
13.980000    0.046980
14.550000    0.048540
14.760000    0.049160
14.810000    0.049690
14.870000    0.050000
15.200000    0.051830
15.240000    0.051878
15.400000    0.052070
15.470000    0.052090
15.900000    0.053720
16.030000    0.054530
16.190000    0.054860
16.450000    0.055750
16.460000    0.056450
16.670000    0.057880
17.020000    0.058050
17.040000    0.058190
17.140000    0.058540
17.750000    0.061010
17.880000    0.061360
17.890000    0.061510
17.900000    0.061990
18.130000    0.063540
18.330000    0.064920
18.500000    0.066070
18.700000    0.068399
19.730000    0.069650
19.880000    0.071230
20.050000    0.071630
20.100000    0.071740
20.120000    0.071790
20.350000    0.072330
20.790000    0.073360
21.580000    0.079300
21.590000    0.079308
22.160000    0.079812
22.270000    0.079910
22.900000    0.082390
23.390000    0.084717
23.400000    0.084764
23.500000    0.085239
24.000000    0.087613
24.280000    0.088940
24.530000    0.090130
25.380000    0.093742
25.510000    0.094295
25.580000    0.094592
25.740000    0.095272
25.930000    0.096080
26.680000    0.100700
27.620000    0.108200
28.240000    0.108693
28.390000    0.108812
28.500000    0.108900
28.940000    0.112800
29.770000    0.120900
30.310000    0.125400
30.960000    0.127904
31.080000    0.128360
31.280000    0.129137
32.430000    0.133570
33.580000    0.138000
33.590000    0.141200
33.630000    0.141413
36.010000    0.154100
36.120000    0.154600
36.440000    0.170900
39.400000    0.185371
39.590000    0.186300
41.400000    0.189900
43.290000    0.223400
44.470000    0.223900
45.190000    0.255100
46.630000    0.266400
48.210000    0.272700
50.960000    0.309910
51.240000    0.313700
51.560000    0.318200
52.520000    0.321000
56.190000    0.410300
56.620000    0.415716
59.080000    0.446700
59.350000    0.453800
60.470000    0.466300
63.770000    0.561300
72.570000    0.715300
76.570000    0.855500
82.300000    0.953100
82.300000    0.953100
85.000000    0.997600
