0001	0.00000	0
0002	0.00000	0
0003	0.00000	0
0004	0.00000	1
0005	0.00000	2
0006	0.00000	2
0007	0.00000	2
0008	0.00000	3
0009	0.00000	3
0010	0.00000	3
0011	0.00000	3
0012	0.00000	3
0013	0.00000	3
0014	0.00000	3
0015	0.00000	4
0016	0.00000	4
0017	0.00000	4
0018	0.00000	5
0019	0.00000	5
0020	0.00000	5
0021	0.00000	6
0022	0.00000	6
0023	0.00000	6
0024	0.00000	6
0025	0.00000	7
0026	0.00000	7
0027	0.00000	8
0028	0.00000	8
0029	0.00000	9
0030	0.00000	9
0031	0.00000	9
0032	0.00000	9
0033	0.00000	9
0034	0.00000	9
0035	0.00000	9
0036	0.00000	9
0037	0.00000	9
0038	0.00000	9
0039	0.00000	10
0040	0.00000	10
0041	0.00000	10
0042	0.00000	10
0043	0.00000	10
0044	0.00000	10
0045	0.00000	11
0046	0.00000	11
0047	0.00000	11
0048	0.00000	11
0049	0.00000	11
0050	0.00000	11
0051	0.00000	11
0052	0.00000	12
0053	0.00000	12
0054	0.00000	12
0055	0.00000	12
0056	0.00000	12
0057	0.00000	12
0058	0.00000	12
0059	0.00000	12
0060	0.00000	12
0061	0.00000	12
0062	0.00000	12
0063	0.00000	12
0064	0.00000	12
0065	0.00000	12
0066	0.00000	12
0067	0.00000	12
0068	0.00000	12
0069	0.00000	12
0070	0.00000	13
0071	0.00000	13
0072	0.00000	13
0073	0.00000	13
0074	0.00000	13
0075	0.00000	13
0076	0.00000	14
0077	0.00000	14
0078	0.00000	14
0079	0.00000	14
0080	0.00000	14
0081	0.00000	15
0082	0.00000	16
0083	0.00000	16
0084	0.00000	17
0085	0.00000	17
0086	0.00000	17
0087	0.00000	17
0088	0.00000	18
0089	0.00000	18
0090	0.00000	18
0091	0.00000	18
0092	0.00000	19
0093	0.00000	20
0094	0.00000	20
0095	0.00000	20
0096	0.00000	20
0097	0.00000	20
0098	0.00000	20
0099	0.00000	20
0100	0.00000	21
0101	0.00000	21
0102	0.36594	21
0103	0.39852	21
0104	0.25385	21
0105	0.44682	21
0106	0.42738	22
0107	0.47621	22
0108	0.44410	22
0109	0.39865	23
0110	0.30359	23
0111	0.37668	23
0112	0.38794	23
0113	0.44762	23
0114	0.42042	23
0115	0.38915	24
0116	0.42119	24
0117	0.33101	24
0118	0.40162	24
0119	0.30315	24
0120	0.37855	24
0121	0.34464	24
0122	0.38949	24
0123	0.35463	24
0124	0.35267	24
0125	0.34386	24
0126	0.42049	24
0127	0.48674	24
0128	0.37937	24
0129	0.34554	24
0130	0.30341	24
0131	0.33854	24
0132	0.32528	24
0133	0.27472	24
0134	0.34805	24
0135	0.30597	24
0136	0.32976	25
0137	0.35077	25
0138	0.36373	25
0139	0.32051	25
0140	0.31476	26
0141	0.29523	26
0142	0.41785	27
0143	0.35832	27
0144	0.38014	27
0145	0.31912	27
0146	0.36594	27
0147	0.44397	28
0148	0.31440	28
0149	0.39344	29
0150	0.43601	29
0151	0.30197	29
0152	0.31402	29
0153	0.33702	30
0154	0.21583	30
0155	0.30707	31
0156	0.35935	32
0157	0.39010	32
0158	0.34047	32
0159	0.30720	32
0160	0.39005	32
0161	0.29215	32
0162	0.27484	33
0163	0.30109	33
0164	0.35515	34
0165	0.36064	35
0166	0.30833	35
0167	0.39486	35
0168	0.28305	35
0169	0.25108	35
0170	0.29765	35
0171	0.39559	35
0172	0.30261	35
0173	0.25672	36
0174	0.31753	37
0175	0.39594	37
0176	0.34573	38
0177	0.31752	38
0178	0.27799	39
0179	0.34641	39
0180	0.32167	39
0181	0.33406	40
0182	0.42710	41
0183	0.38601	42
0184	0.26852	43
0185	0.35304	43
0186	0.32900	43
0187	0.31339	43
0188	0.42179	43
0189	0.39167	44
0190	0.35407	44
0191	0.43868	44
0192	0.38163	44
0193	0.34605	44
0194	0.35127	44
0195	0.28045	44
0196	0.39784	45
0197	0.30646	45
0198	0.27089	45
0199	0.31698	46
0200	0.27457	46
0201	0.31885	46
0202	0.31664	46
0203	0.34348	46
0204	0.39204	47
0205	0.33207	47
0206	0.27408	47
0207	0.43033	47
0208	0.23929	47
0209	0.29821	47
0210	0.31289	47
0211	0.28396	47
0212	0.44655	47
0213	0.34357	47
0214	0.40382	47
0215	0.35823	48
0216	0.32474	49
0217	0.33554	49
0218	0.33983	50
0219	0.23300	50
0220	0.41482	50
0221	0.47438	51
0222	0.37343	51
0223	0.30568	51
0224	0.29844	51
0225	0.39062	51
0226	0.30332	51
0227	0.35150	51
0228	0.30929	51
0229	0.28124	51
0230	0.40886	51
0231	0.34857	51
0232	0.28886	51
0233	0.32687	52
0234	0.33253	52
0235	0.29086	52
0236	0.34408	52
0237	0.31639	52
0238	0.25080	53
0239	0.36996	53
0240	0.22881	53
0241	0.32878	53
0242	0.34729	53
0243	0.40155	54
0244	0.33022	54
0245	0.35479	54
0246	0.40565	54
0247	0.38080	54
0248	0.33838	54
0249	0.32158	54
0250	0.35607	54
0251	0.45767	54
0252	0.27991	54
0253	0.25309	54
0254	0.30558	54
0255	0.26575	54
0256	0.32614	55
0257	0.33527	55
0258	0.38747	55
0259	0.35824	55
0260	0.43693	56
0261	0.30731	56
0262	0.36431	56
0263	0.31165	56
0264	0.30588	56
0265	0.29158	57
0266	0.33537	57
0267	0.27606	57
0268	0.30380	57
0269	0.32452	57
0270	0.36181	57
0271	0.36309	57
0272	0.46608	58
0273	0.38983	59
0274	0.36012	59
0275	0.37039	59
0276	0.21913	59
0277	0.29886	59
0278	0.27525	59
0279	0.25187	60
0280	0.43795	60
0281	0.32251	60
0282	0.28388	60
0283	0.43399	61
0284	0.41519	61
0285	0.29830	61
0286	0.34906	61
0287	0.31811	61
0288	0.35360	61
0289	0.38564	61
0290	0.28833	61
0291	0.25536	61
0292	0.41383	61
0293	0.34018	61
0294	0.38046	62
0295	0.23523	62
0296	0.36723	62
0297	0.33814	62
0298	0.34638	62
0299	0.29873	62
0300	0.35257	62
0301	0.38553	63
0302	0.29547	63
0303	0.34766	63
0304	0.35158	63
0305	0.34715	63
0306	0.32201	63
0307	0.33624	64
0308	0.40700	64
0309	0.29601	64
0310	0.42494	64
0311	0.34652	64
0312	0.35749	65
0313	0.31813	65
0314	0.35751	65
0315	0.29953	65
0316	0.27912	65
0317	0.31628	66
0318	0.24924	66
0319	0.24771	66
0320	0.28725	66
0321	0.35273	66
0322	0.22277	66
0323	0.20848	66
0324	0.33954	66
0325	0.28010	66
0326	0.29003	66
0327	0.27122	66
0328	0.33689	67
0329	0.31217	67
0330	0.24284	67
0331	0.27648	67
0332	0.26857	68
0333	0.37026	68
0334	0.30754	68
0335	0.21840	68
0336	0.23488	68
0337	0.29656	68
0338	0.36613	68
0339	0.32565	69
0340	0.38925	69
0341	0.42775	69
0342	0.26344	69
0343	0.28212	69
0344	0.34591	69
0345	0.34803	69
0346	0.29440	69
0347	0.31281	69
0348	0.34604	70
0349	0.33379	70
0350	0.23611	70
0351	0.29086	70
0352	0.32385	70
0353	0.34087	70
0354	0.25401	71
0355	0.40657	72
0356	0.36344	72
0357	0.36994	72
0358	0.37999	72
0359	0.36392	72
0360	0.31310	72
0361	0.24552	72
0362	0.17566	72
0363	0.25879	72
0364	0.41898	72
0365	0.34134	72
0366	0.27855	72
0367	0.28485	73
0368	0.23089	73
0369	0.31470	73
0370	0.31411	73
0371	0.29810	74
0372	0.32981	74
0373	0.27499	74
0374	0.30439	74
0375	0.23504	74
0376	0.26392	74
0377	0.33958	74
0378	0.17206	74
0379	0.24733	75
0380	0.37504	75
0381	0.28655	75
0382	0.25415	75
0383	0.39665	75
0384	0.42917	75
0385	0.26254	76
0386	0.27468	77
0387	0.26197	78
0388	0.34564	78
0389	0.22928	78
0390	0.31931	78
0391	0.28099	78
0392	0.28714	78
0393	0.33256	78
0394	0.28453	79
0395	0.36398	79
0396	0.34201	79
0397	0.30407	79
0398	0.29542	80
0399	0.34571	81
0400	0.31059	82
0401	0.23276	82
0402	0.33594	82
0403	0.29486	83
0404	0.19316	83
0405	0.30605	83
0406	0.23702	83
0407	0.31346	83
0408	0.42237	83
0409	0.26989	83
0410	0.27706	83
0411	0.20686	83
0412	0.27176	83
0413	0.27302	83
0414	0.26721	84
0415	0.29311	84
0416	0.23883	84
0417	0.29439	85
0418	0.23946	86
0419	0.26395	86
0420	0.35097	86
0421	0.28814	86
0422	0.25021	87
0423	0.24925	88
0424	0.33781	88
0425	0.32982	89
0426	0.27334	89
0427	0.32378	89
0428	0.21776	90
0429	0.32307	90
0430	0.29384	90
0431	0.28218	91
0432	0.32685	92
0433	0.21760	92
0434	0.23882	92
0435	0.20491	92
0436	0.32523	93
0437	0.24790	93
0438	0.28180	93
0439	0.27523	93
0440	0.29661	93
0441	0.26610	93
0442	0.21755	93
0443	0.31167	93
0444	0.22496	93
0445	0.15279	93
0446	0.27026	93
0447	0.28105	94
0448	0.27993	94
0449	0.21220	94
0450	0.34454	94
0451	0.29381	95
0452	0.22395	96
0453	0.28456	96
0454	0.19370	96
0455	0.21081	96
0456	0.23089	96
0457	0.28779	96
0458	0.30943	96
0459	0.26992	96
0460	0.33382	96
0461	0.25633	97
0462	0.29010	97
0463	0.19674	97
0464	0.22764	97
0465	0.23412	97
0466	0.22834	97
0467	0.24624	97
0468	0.35289	97
0469	0.23437	97
0470	0.19662	97
0471	0.25490	97
0472	0.26732	97
0473	0.27640	97
0474	0.25015	97
0475	0.24056	97
0476	0.23678	97
0477	0.21259	97
0478	0.22841	98
0479	0.27712	98
0480	0.23098	98
0481	0.26371	98
0482	0.15387	98
0483	0.26931	99
0484	0.23326	99
0485	0.29585	99
